tutor_id,tutor_name,subject,experience_years,rating,hourly_rate,location,location_lat_tutor,location_long_tutor,student_id,student_name,required_subject,grade,location_lat_student,location_long_student,distance_km,subject_match,rating_scaled,experience_scaled,rate_scaled,nearby_flag,tutor_score
T001,Ekaja Dyal,Science,12,3.19,293,Noida,28.502147404518105,77.3931781411667,S110,Matthew Grover,Science,8,26.88641348325772,80.93041476162279,391.8454250179869,1,0.09045226130653261,0.7857142857142857,0.11557788944723618,0,0.4578248384781048
T001,Ekaja Dyal,Science,12,3.19,293,Noida,28.502147404518105,77.3931781411667,S118,Oeshi Banerjee,Science,8,25.23370908940273,87.02785290364962,1022.0201489278048,1,0.09045226130653261,0.7857142857142857,0.11557788944723618,0,0.4578248384781048
T001,Ekaja Dyal,Science,12,3.19,293,Noida,28.502147404518105,77.3931781411667,S121,Ria Nigam,Science,9,28.50810252930077,77.40833996273581,1.6227897422015538,1,0.09045226130653261,0.7857142857142857,0.11557788944723618,1,0.4578248384781048
T001,Ekaja Dyal,Science,12,3.19,293,Noida,28.502147404518105,77.3931781411667,S123,Ikbal Kadakia,Science,8,26.204345600157406,85.94594653718731,882.231528401304,1,0.09045226130653261,0.7857142857142857,0.11557788944723618,0,0.4578248384781048
T001,Ekaja Dyal,Science,12,3.19,293,Noida,28.502147404518105,77.3931781411667,S129,Samesh Chahal,Science,7,25.61131632722723,85.08878824032914,826.8392890487429,1,0.09045226130653261,0.7857142857142857,0.11557788944723618,0,0.4578248384781048
T001,Ekaja Dyal,Science,12,3.19,293,Noida,28.502147404518105,77.3931781411667,S142,Megha Mandal,Science,6,26.072213086167107,85.33611317865244,829.9079197729571,1,0.09045226130653261,0.7857142857142857,0.11557788944723618,0,0.4578248384781048
T001,Ekaja Dyal,Science,12,3.19,293,Noida,28.502147404518105,77.3931781411667,S144,Nilima Sur,Science,11,28.989613516529552,77.74981467403116,64.39655254958504,1,0.09045226130653261,0.7857142857142857,0.11557788944723618,0,0.4578248384781048
T001,Ekaja Dyal,Science,12,3.19,293,Noida,28.502147404518105,77.3931781411667,S155,Ubika Wason,Science,7,27.157500310269302,78.01243181357694,161.44140494712403,1,0.09045226130653261,0.7857142857142857,0.11557788944723618,0,0.4578248384781048
T001,Ekaja Dyal,Science,12,3.19,293,Noida,28.502147404518105,77.3931781411667,S164,Ranbir Jani,Science,6,24.75698715754704,85.03996881180733,866.3867451168363,1,0.09045226130653261,0.7857142857142857,0.11557788944723618,0,0.4578248384781048
T001,Ekaja Dyal,Science,12,3.19,293,Noida,28.502147404518105,77.3931781411667,S174,Wishi Mannan,Science,9,26.83943120984349,80.9604339141899,396.94628643522225,1,0.09045226130653261,0.7857142857142857,0.11557788944723618,0,0.4578248384781048
T001,Ekaja Dyal,Science,12,3.19,293,Noida,28.502147404518105,77.3931781411667,S177,Abeer Sunder,Science,11,25.3258676396436,83.00341767931965,658.7683631957051,1,0.09045226130653261,0.7857142857142857,0.11557788944723618,0,0.4578248384781048
T001,Ekaja Dyal,Science,12,3.19,293,Noida,28.502147404518105,77.3931781411667,S185,Yutika Bal,Science,10,26.81064867973552,80.912886318997,394.36551360710916,1,0.09045226130653261,0.7857142857142857,0.11557788944723618,0,0.4578248384781048
T001,Ekaja Dyal,Science,12,3.19,293,Noida,28.502147404518105,77.3931781411667,S194,Nachiket Bumb,Science,9,26.171234555025777,85.87563667840848,876.7905752344936,1,0.09045226130653261,0.7857142857142857,0.11557788944723618,0,0.4578248384781048
T001,Ekaja Dyal,Science,12,3.19,293,Noida,28.502147404518105,77.3931781411667,S205,Quincy Dhaliwal,Science,12,25.26680606444862,86.94149274080105,1012.5873179932662,1,0.09045226130653261,0.7857142857142857,0.11557788944723618,0,0.4578248384781048
T001,Ekaja Dyal,Science,12,3.19,293,Noida,28.502147404518105,77.3931781411667,S211,Sarthak Bawa,Science,12,26.450972137220678,80.37331217381237,372.06676439331994,1,0.09045226130653261,0.7857142857142857,0.11557788944723618,0,0.4578248384781048
T001,Ekaja Dyal,Science,12,3.19,293,Noida,28.502147404518105,77.3931781411667,S212,Luke Sridhar,Science,8,26.809001320412516,80.92091199173014,395.14984281439143,1,0.09045226130653261,0.7857142857142857,0.11557788944723618,0,0.4578248384781048
T001,Ekaja Dyal,Science,12,3.19,293,Noida,28.502147404518105,77.3931781411667,S222,Hiral Kakar,Science,6,25.59290732196247,85.10483119375922,829.1548657531421,1,0.09045226130653261,0.7857142857142857,0.11557788944723618,0,0.4578248384781048
T001,Ekaja Dyal,Science,12,3.19,293,Noida,28.502147404518105,77.3931781411667,S223,Logan Gulati,Science,9,25.25042700912267,86.98001461237511,1016.8646921179483,1,0.09045226130653261,0.7857142857142857,0.11557788944723618,0,0.4578248384781048
T001,Ekaja Dyal,Science,12,3.19,293,Noida,28.502147404518105,77.3931781411667,S233,Aradhana Wadhwa,Science,9,24.75424950636186,84.9574135514564,859.3605609858882,1,0.09045226130653261,0.7857142857142857,0.11557788944723618,0,0.4578248384781048
T001,Ekaja Dyal,Science,12,3.19,293,Noida,28.502147404518105,77.3931781411667,S236,Raksha Gandhi,Science,6,25.27947355794152,86.9442917729075,1012.2989712420712,1,0.09045226130653261,0.7857142857142857,0.11557788944723618,0,0.4578248384781048
T001,Ekaja Dyal,Science,12,3.19,293,Noida,28.502147404518105,77.3931781411667,S247,Bachittar Bhasin,Science,7,25.549770778310823,85.13204801165266,833.6447015505138,1,0.09045226130653261,0.7857142857142857,0.11557788944723618,0,0.4578248384781048
T001,Ekaja Dyal,Science,12,3.19,293,Noida,28.502147404518105,77.3931781411667,S259,Sarthak D’Alia,Science,10,25.352262387448107,82.92553219064087,650.6288544155841,1,0.09045226130653261,0.7857142857142857,0.11557788944723618,0,0.4578248384781048
T001,Ekaja Dyal,Science,12,3.19,293,Noida,28.502147404518105,77.3931781411667,S262,Harsh Balakrishnan,Science,9,26.163145847238592,85.31517535196775,824.411291541868,1,0.09045226130653261,0.7857142857142857,0.11557788944723618,0,0.4578248384781048
T001,Ekaja Dyal,Science,12,3.19,293,Noida,28.502147404518105,77.3931781411667,S274,Zaid Khurana,Science,9,26.15223674961632,85.34670624250874,827.7835734625052,1,0.09045226130653261,0.7857142857142857,0.11557788944723618,0,0.4578248384781048
T001,Ekaja Dyal,Science,12,3.19,293,Noida,28.502147404518105,77.3931781411667,S276,Ayaan Sengupta,Science,8,28.629725167538663,77.43650604922247,14.80361263355815,1,0.09045226130653261,0.7857142857142857,0.11557788944723618,0,0.4578248384781048
T001,Ekaja Dyal,Science,12,3.19,293,Noida,28.502147404518105,77.3931781411667,S281,Chaitanya Reddy,Science,9,26.4309633022578,80.29282785306269,367.2380903568217,1,0.09045226130653261,0.7857142857142857,0.11557788944723618,0,0.4578248384781048
T001,Ekaja Dyal,Science,12,3.19,293,Noida,28.502147404518105,77.3931781411667,S286,Ekavir Agarwal,Science,9,26.875459573154547,80.92435914735135,391.8916930736915,1,0.09045226130653261,0.7857142857142857,0.11557788944723618,0,0.4578248384781048
T002,Mohammed Jaggi,Science,4,4.96,847,Muzaffarpur,26.15131023602356,85.38034647470586,S006,Harinakshi Kapadia,Science,8,27.137236768179346,77.97873419092573,743.6299789690673,1,0.9798994974874371,0.21428571428571427,0.8115577889447236,0,0.5919239052404881
T002,Mohammed Jaggi,Science,4,4.96,847,Muzaffarpur,26.15131023602356,85.38034647470586,S011,Sudiksha Sangha,Science,9,24.79079951508571,85.05301230714589,154.8092756766611,1,0.9798994974874371,0.21428571428571427,0.8115577889447236,0,0.5919239052404881
T002,Mohammed Jaggi,Science,4,4.96,847,Muzaffarpur,26.15131023602356,85.38034647470586,S012,Vedant Lalla,Science,6,25.62302115240045,85.15834200092567,62.80101690044191,1,0.9798994974874371,0.21428571428571427,0.8115577889447236,0,0.5919239052404881
T002,Mohammed Jaggi,Science,4,4.96,847,Muzaffarpur,26.15131023602356,85.38034647470586,S015,Watika Sarma,Science,6,28.57417923291577,77.41319356560123,831.4073194136379,1,0.9798994974874371,0.21428571428571427,0.8115577889447236,0,0.5919239052404881
T002,Mohammed Jaggi,Science,4,4.96,847,Muzaffarpur,26.15131023602356,85.38034647470586,S017,Jagdish Saxena,Science,9,28.628533427009582,77.42335299336989,832.252282501285,1,0.9798994974874371,0.21428571428571427,0.8115577889447236,0,0.5919239052404881
T002,Mohammed Jaggi,Science,4,4.96,847,Muzaffarpur,26.15131023602356,85.38034647470586,S021,Wakeeta Savant,Science,6,25.27555276403662,82.96427776775968,260.8984763513709,1,0.9798994974874371,0.21428571428571427,0.8115577889447236,0,0.5919239052404881
T002,Mohammed Jaggi,Science,4,4.96,847,Muzaffarpur,26.15131023602356,85.38034647470586,S036,Qarin Badami,Science,10,26.46722484530681,80.30469614414974,507.1089637654581,1,0.9798994974874371,0.21428571428571427,0.8115577889447236,0,0.5919239052404881
T002,Mohammed Jaggi,Science,4,4.96,847,Muzaffarpur,26.15131023602356,85.38034647470586,S037,Veda Pillai,Science,6,28.4880309992909,77.40304481172585,829.6022393113271,1,0.9798994974874371,0.21428571428571427,0.8115577889447236,0,0.5919239052404881
T002,Mohammed Jaggi,Science,4,4.96,847,Muzaffarpur,26.15131023602356,85.38034647470586,S043,Neha Ramanathan,Science,12,25.43137208056839,81.8255685296584,364.7757876909778,1,0.9798994974874371,0.21428571428571427,0.8115577889447236,0,0.5919239052404881
T002,Mohammed Jaggi,Science,4,4.96,847,Muzaffarpur,26.15131023602356,85.38034647470586,S067,Utkarsh Shukla,Science,10,28.94543654656934,77.67103283638026,820.8541913743001,1,0.9798994974874371,0.21428571428571427,0.8115577889447236,0,0.5919239052404881
T002,Mohammed Jaggi,Science,4,4.96,847,Muzaffarpur,26.15131023602356,85.38034647470586,S074,Umang Dube,Science,10,24.84458938899521,85.02825562797176,149.53576921924463,1,0.9798994974874371,0.21428571428571427,0.8115577889447236,0,0.5919239052404881
T002,Mohammed Jaggi,Science,4,4.96,847,Muzaffarpur,26.15131023602356,85.38034647470586,S078,Xavier Varkey,Science,7,25.313433400898063,82.96702551904558,259.0632593782694,1,0.9798994974874371,0.21428571428571427,0.8115577889447236,0,0.5919239052404881
T002,Mohammed Jaggi,Science,4,4.96,847,Muzaffarpur,26.15131023602356,85.38034647470586,S086,Ekapad Narain,Science,9,25.19448221962772,86.99434625515448,193.6028649448633,1,0.9798994974874371,0.21428571428571427,0.8115577889447236,0,0.5919239052404881
T002,Mohammed Jaggi,Science,4,4.96,847,Muzaffarpur,26.15131023602356,85.38034647470586,S087,Rehaan Mann,Science,10,26.138692486530523,85.34955153740925,3.378937906856665,1,0.9798994974874371,0.21428571428571427,0.8115577889447236,0,0.5919239052404881
T002,Mohammed Jaggi,Science,4,4.96,847,Muzaffarpur,26.15131023602356,85.38034647470586,S103,Xavier Reddy,Science,12,25.358151246736327,82.999302235737,254.24044266495514,1,0.9798994974874371,0.21428571428571427,0.8115577889447236,0,0.5919239052404881
T002,Mohammed Jaggi,Science,4,4.96,847,Muzaffarpur,26.15131023602356,85.38034647470586,S107,Yutika Rai,Science,7,25.29265431474219,82.95223246685978,261.30142617906733,1,0.9798994974874371,0.21428571428571427,0.8115577889447236,0,0.5919239052404881
T002,Mohammed Jaggi,Science,4,4.96,847,Muzaffarpur,26.15131023602356,85.38034647470586,S110,Matthew Grover,Science,8,26.88641348325772,80.93041476162279,450.2046830880071,1,0.9798994974874371,0.21428571428571427,0.8115577889447236,0,0.5919239052404881
T002,Mohammed Jaggi,Science,4,4.96,847,Muzaffarpur,26.15131023602356,85.38034647470586,S118,Oeshi Banerjee,Science,8,25.23370908940273,87.02785290364962,194.06591117096724,1,0.9798994974874371,0.21428571428571427,0.8115577889447236,0,0.5919239052404881
T002,Mohammed Jaggi,Science,4,4.96,847,Muzaffarpur,26.15131023602356,85.38034647470586,S121,Ria Nigam,Science,9,28.50810252930077,77.40833996273581,829.7385757532525,1,0.9798994974874371,0.21428571428571427,0.8115577889447236,0,0.5919239052404881
T002,Mohammed Jaggi,Science,4,4.96,847,Muzaffarpur,26.15131023602356,85.38034647470586,S123,Ikbal Kadakia,Science,8,26.204345600157406,85.94594653718731,56.74819153393096,1,0.9798994974874371,0.21428571428571427,0.8115577889447236,0,0.5919239052404881
T002,Mohammed Jaggi,Science,4,4.96,847,Muzaffarpur,26.15131023602356,85.38034647470586,S129,Samesh Chahal,Science,7,25.61131632722723,85.08878824032914,66.75416654869764,1,0.9798994974874371,0.21428571428571427,0.8115577889447236,0,0.5919239052404881
T002,Mohammed Jaggi,Science,4,4.96,847,Muzaffarpur,26.15131023602356,85.38034647470586,S142,Megha Mandal,Science,6,26.072213086167107,85.33611317865244,9.841809947268507,1,0.9798994974874371,0.21428571428571427,0.8115577889447236,0,0.5919239052404881
T002,Mohammed Jaggi,Science,4,4.96,847,Muzaffarpur,26.15131023602356,85.38034647470586,S144,Nilima Sur,Science,11,28.989613516529552,77.74981467403116,815.4197417870445,1,0.9798994974874371,0.21428571428571427,0.8115577889447236,0,0.5919239052404881
T002,Mohammed Jaggi,Science,4,4.96,847,Muzaffarpur,26.15131023602356,85.38034647470586,S155,Ubika Wason,Science,7,27.157500310269302,78.01243181357694,740.5911587583828,1,0.9798994974874371,0.21428571428571427,0.8115577889447236,0,0.5919239052404881
T002,Mohammed Jaggi,Science,4,4.96,847,Muzaffarpur,26.15131023602356,85.38034647470586,S164,Ranbir Jani,Science,6,24.75698715754704,85.03996881180733,158.76303298768434,1,0.9798994974874371,0.21428571428571427,0.8115577889447236,0,0.5919239052404881
T002,Mohammed Jaggi,Science,4,4.96,847,Muzaffarpur,26.15131023602356,85.38034647470586,S174,Wishi Mannan,Science,9,26.83943120984349,80.9604339141899,446.43243964954974,1,0.9798994974874371,0.21428571428571427,0.8115577889447236,0,0.5919239052404881
T002,Mohammed Jaggi,Science,4,4.96,847,Muzaffarpur,26.15131023602356,85.38034647470586,S177,Abeer Sunder,Science,11,25.3258676396436,83.00341767931965,255.15325961717258,1,0.9798994974874371,0.21428571428571427,0.8115577889447236,0,0.5919239052404881
T002,Mohammed Jaggi,Science,4,4.96,847,Muzaffarpur,26.15131023602356,85.38034647470586,S185,Yutika Bal,Science,10,26.81064867973552,80.912886318997,450.61763495325897,1,0.9798994974874371,0.21428571428571427,0.8115577889447236,0,0.5919239052404881
T002,Mohammed Jaggi,Science,4,4.96,847,Muzaffarpur,26.15131023602356,85.38034647470586,S194,Nachiket Bumb,Science,9,26.171234555025777,85.87563667840848,49.48140688168965,1,0.9798994974874371,0.21428571428571427,0.8115577889447236,0,0.5919239052404881
T002,Mohammed Jaggi,Science,4,4.96,847,Muzaffarpur,26.15131023602356,85.38034647470586,S205,Quincy Dhaliwal,Science,12,25.26680606444862,86.94149274080105,184.75760175961304,1,0.9798994974874371,0.21428571428571427,0.8115577889447236,0,0.5919239052404881
T002,Mohammed Jaggi,Science,4,4.96,847,Muzaffarpur,26.15131023602356,85.38034647470586,S211,Sarthak Bawa,Science,12,26.450972137220678,80.37331217381237,500.1989014870219,1,0.9798994974874371,0.21428571428571427,0.8115577889447236,0,0.5919239052404881
T002,Mohammed Jaggi,Science,4,4.96,847,Muzaffarpur,26.15131023602356,85.38034647470586,S212,Luke Sridhar,Science,8,26.809001320412516,80.92091199173014,449.80297905022326,1,0.9798994974874371,0.21428571428571427,0.8115577889447236,0,0.5919239052404881
T002,Mohammed Jaggi,Science,4,4.96,847,Muzaffarpur,26.15131023602356,85.38034647470586,S222,Hiral Kakar,Science,6,25.59290732196247,85.10483119375922,67.93524131529378,1,0.9798994974874371,0.21428571428571427,0.8115577889447236,0,0.5919239052404881
T002,Mohammed Jaggi,Science,4,4.96,847,Muzaffarpur,26.15131023602356,85.38034647470586,S223,Logan Gulati,Science,9,25.25042700912267,86.98001461237511,189.00409983694897,1,0.9798994974874371,0.21428571428571427,0.8115577889447236,0,0.5919239052404881
T002,Mohammed Jaggi,Science,4,4.96,847,Muzaffarpur,26.15131023602356,85.38034647470586,S233,Aradhana Wadhwa,Science,9,24.75424950636186,84.9574135514564,161.04469211298854,1,0.9798994974874371,0.21428571428571427,0.8115577889447236,0,0.5919239052404881
T002,Mohammed Jaggi,Science,4,4.96,847,Muzaffarpur,26.15131023602356,85.38034647470586,S236,Raksha Gandhi,Science,6,25.27947355794152,86.9442917729075,184.2430196038694,1,0.9798994974874371,0.21428571428571427,0.8115577889447236,0,0.5919239052404881
T002,Mohammed Jaggi,Science,4,4.96,847,Muzaffarpur,26.15131023602356,85.38034647470586,S247,Bachittar Bhasin,Science,7,25.549770778310823,85.13204801165266,71.35386997272255,1,0.9798994974874371,0.21428571428571427,0.8115577889447236,0,0.5919239052404881
T002,Mohammed Jaggi,Science,4,4.96,847,Muzaffarpur,26.15131023602356,85.38034647470586,S259,Sarthak D’Alia,Science,10,25.352262387448107,82.92553219064087,261.40938982424746,1,0.9798994974874371,0.21428571428571427,0.8115577889447236,0,0.5919239052404881
T002,Mohammed Jaggi,Science,4,4.96,847,Muzaffarpur,26.15131023602356,85.38034647470586,S262,Harsh Balakrishnan,Science,9,26.163145847238592,85.31517535196775,6.636350460170057,1,0.9798994974874371,0.21428571428571427,0.8115577889447236,0,0.5919239052404881
T002,Mohammed Jaggi,Science,4,4.96,847,Muzaffarpur,26.15131023602356,85.38034647470586,S274,Zaid Khurana,Science,9,26.15223674961632,85.34670624250874,3.3592744809689346,1,0.9798994974874371,0.21428571428571427,0.8115577889447236,0,0.5919239052404881
T002,Mohammed Jaggi,Science,4,4.96,847,Muzaffarpur,26.15131023602356,85.38034647470586,S276,Ayaan Sengupta,Science,8,28.629725167538663,77.43650604922247,831.0676256842899,1,0.9798994974874371,0.21428571428571427,0.8115577889447236,0,0.5919239052404881
T002,Mohammed Jaggi,Science,4,4.96,847,Muzaffarpur,26.15131023602356,85.38034647470586,S281,Chaitanya Reddy,Science,9,26.4309633022578,80.29282785306269,508.1056002840888,1,0.9798994974874371,0.21428571428571427,0.8115577889447236,0,0.5919239052404881
T002,Mohammed Jaggi,Science,4,4.96,847,Muzaffarpur,26.15131023602356,85.38034647470586,S286,Ekavir Agarwal,Science,9,26.875459573154547,80.92435914735135,450.59879993996844,1,0.9798994974874371,0.21428571428571427,0.8115577889447236,0,0.5919239052404881
T003,Bhavna Lad,Science,7,3.61,721,Patna,25.590571421988955,85.18604776446779,S006,Harinakshi Kapadia,Science,8,27.137236768179346,77.97873419092573,738.2431907133189,1,0.3015075376884422,0.4285714285714286,0.6532663316582914,0,0.34867193108399136
T003,Bhavna Lad,Science,7,3.61,721,Patna,25.590571421988955,85.18604776446779,S011,Sudiksha Sangha,Science,9,24.79079951508571,85.05301230714589,89.93235361691907,1,0.3015075376884422,0.4285714285714286,0.6532663316582914,0,0.34867193108399136
T003,Bhavna Lad,Science,7,3.61,721,Patna,25.590571421988955,85.18604776446779,S012,Vedant Lalla,Science,6,25.62302115240045,85.15834200092567,4.553852622282059,1,0.3015075376884422,0.4285714285714286,0.6532663316582914,0,0.34867193108399136
T003,Bhavna Lad,Science,7,3.61,721,Patna,25.590571421988955,85.18604776446779,S015,Watika Sarma,Science,6,28.57417923291577,77.41319356560123,837.7474823494854,1,0.3015075376884422,0.4285714285714286,0.6532663316582914,0,0.34867193108399136
T003,Bhavna Lad,Science,7,3.61,721,Patna,25.590571421988955,85.18604776446779,S017,Jagdish Saxena,Science,9,28.628533427009582,77.42335299336989,839.0628720116405,1,0.3015075376884422,0.4285714285714286,0.6532663316582914,0,0.34867193108399136
T003,Bhavna Lad,Science,7,3.61,721,Patna,25.590571421988955,85.18604776446779,S021,Wakeeta Savant,Science,6,25.27555276403662,82.96427776775968,225.83742475856423,1,0.3015075376884422,0.4285714285714286,0.6532663316582914,0,0.34867193108399136
T003,Bhavna Lad,Science,7,3.61,721,Patna,25.590571421988955,85.18604776446779,S036,Qarin Badami,Science,10,26.46722484530681,80.30469614414974,497.3387946121674,1,0.3015075376884422,0.4285714285714286,0.6532663316582914,0,0.34867193108399136
T003,Bhavna Lad,Science,7,3.61,721,Patna,25.590571421988955,85.18604776446779,S037,Veda Pillai,Science,6,28.4880309992909,77.40304481172585,835.2082362672212,1,0.3015075376884422,0.4285714285714286,0.6532663316582914,0,0.34867193108399136
T003,Bhavna Lad,Science,7,3.61,721,Patna,25.590571421988955,85.18604776446779,S043,Neha Ramanathan,Science,12,25.43137208056839,81.8255685296584,337.6917961394508,1,0.3015075376884422,0.4285714285714286,0.6532663316582914,0,0.34867193108399136
T003,Bhavna Lad,Science,7,3.61,721,Patna,25.590571421988955,85.18604776446779,S067,Utkarsh Shukla,Science,10,28.94543654656934,77.67103283638026,830.9152742264745,1,0.3015075376884422,0.4285714285714286,0.6532663316582914,0,0.34867193108399136
T003,Bhavna Lad,Science,7,3.61,721,Patna,25.590571421988955,85.18604776446779,S074,Umang Dube,Science,10,24.84458938899521,85.02825562797176,84.45453483361365,1,0.3015075376884422,0.4285714285714286,0.6532663316582914,0,0.34867193108399136
T003,Bhavna Lad,Science,7,3.61,721,Patna,25.590571421988955,85.18604776446779,S078,Xavier Varkey,Science,7,25.313433400898063,82.96702551904558,224.91461957910596,1,0.3015075376884422,0.4285714285714286,0.6532663316582914,0,0.34867193108399136
T003,Bhavna Lad,Science,7,3.61,721,Patna,25.590571421988955,85.18604776446779,S086,Ekapad Narain,Science,9,25.19448221962772,86.99434625515448,186.90938883778406,1,0.3015075376884422,0.4285714285714286,0.6532663316582914,0,0.34867193108399136
T003,Bhavna Lad,Science,7,3.61,721,Patna,25.590571421988955,85.18604776446779,S087,Rehaan Mann,Science,10,26.138692486530523,85.34955153740925,63.10566571594429,1,0.3015075376884422,0.4285714285714286,0.6532663316582914,0,0.34867193108399136
T003,Bhavna Lad,Science,7,3.61,721,Patna,25.590571421988955,85.18604776446779,S103,Xavier Reddy,Science,12,25.358151246736327,82.999302235737,221.0283485832543,1,0.3015075376884422,0.4285714285714286,0.6532663316582914,0,0.34867193108399136
T003,Bhavna Lad,Science,7,3.61,721,Patna,25.590571421988955,85.18604776446779,S107,Yutika Rai,Science,7,25.29265431474219,82.95223246685978,226.73107914639863,1,0.3015075376884422,0.4285714285714286,0.6532663316582914,0,0.34867193108399136
T003,Bhavna Lad,Science,7,3.61,721,Patna,25.590571421988955,85.18604776446779,S110,Matthew Grover,Science,8,26.88641348325772,80.93041476162279,448.20486771976624,1,0.3015075376884422,0.4285714285714286,0.6532663316582914,0,0.34867193108399136
T003,Bhavna Lad,Science,7,3.61,721,Patna,25.590571421988955,85.18604776446779,S118,Oeshi Banerjee,Science,8,25.23370908940273,87.02785290364962,189.1901636001386,1,0.3015075376884422,0.4285714285714286,0.6532663316582914,0,0.34867193108399136
T003,Bhavna Lad,Science,7,3.61,721,Patna,25.590571421988955,85.18604776446779,S121,Ria Nigam,Science,9,28.50810252930077,77.40833996273581,835.5232584102148,1,0.3015075376884422,0.4285714285714286,0.6532663316582914,0,0.34867193108399136
T003,Bhavna Lad,Science,7,3.61,721,Patna,25.590571421988955,85.18604776446779,S123,Ikbal Kadakia,Science,8,26.204345600157406,85.94594653718731,102.15430033409368,1,0.3015075376884422,0.4285714285714286,0.6532663316582914,0,0.34867193108399136
T003,Bhavna Lad,Science,7,3.61,721,Patna,25.590571421988955,85.18604776446779,S129,Samesh Chahal,Science,7,25.61131632722723,85.08878824032914,10.022105167261419,1,0.3015075376884422,0.4285714285714286,0.6532663316582914,0,0.34867193108399136
